amount,hour,txn_velocity_1h,acct_age_days,amount_to_avg_ratio,cross_border,is_fraud
34.4,20,1,1406,0.931,0,0
23.84,20,4,2642,1.208,0,0
138.46,21,2,1266,1.304,0,0
136.3,6,0,3192,1.02,0,0
109.08,17,0,3834,1.419,0,0
507.3,22,5,2395,0.673,0,0
127.37,18,1,3573,1.368,0,0
57.7,17,1,2437,0.426,0,0
183.54,16,2,3198,0.627,0,0
226.68,21,1,3870,1.212,0,0
43.63,13,1,2741,1.075,0,0
299.46,17,2,3850,0.235,0,0
9.55,6,1,1992,0.202,0,0
103.44,13,1,3711,1.43,0,0
30.0,18,1,2449,1.682,0,0
30.43,7,1,988,0.938,0,0
35.41,16,2,3544,0.987,0,0
133.17,12,0,1386,1.135,0,0
53.78,14,2,1581,1.416,0,0
79.11,14,1,3140,0.71,0,0
96.06,6,2,1151,1.408,0,0
56.34,14,0,2497,0.9,0,0
55.72,7,2,3842,1.045,0,0
39.35,20,1,1036,0.775,0,0
31.68,20,0,1246,1.035,0,0
194.36,18,1,756,0.726,0,0
909.56,20,0,940,0.959,0,0
106.83,18,3,2824,1.103,0,0
357.77,21,3,1980,1.714,0,0
195.53,7,0,836,0.86,1,0
123.54,15,2,3496,1.116,0,0
67.61,21,0,3844,0.607,0,0
839.45,10,3,2247,1.286,0,0
41.22,7,1,150,1.078,0,0
126.64,10,1,2649,0.708,0,0
67.81,6,1,1486,1.223,0,0
31.7,8,4,3010,0.788,0,0
469.15,14,0,1480,1.344,0,0
50.91,7,3,3848,0.764,0,0
72.01,18,2,2395,0.843,0,0
96.16,13,1,174,1.432,0,0
19.56,12,4,2726,1.142,0,0
59.29,12,0,1515,1.088,0,0
46.38,13,2,2848,1.142,0,0
116.58,6,4,1957,0.827,0,0
183.19,21,2,2831,0.298,0,0
134.33,21,2,2380,0.907,0,0
28.16,21,0,1506,0.696,0,0
68.31,22,1,578,0.837,0,0
518.52,2,1,275,3.621,1,1
48.65,10,2,3841,0.433,0,0
21.11,11,3,1939,0.432,0,0
142.46,9,1,2830,0.713,0,0
79.96,20,2,1863,1.791,1,0
155.72,9,1,1442,1.072,0,0
132.88,10,3,1736,0.768,0,0
165.85,15,2,403,0.702,0,0
210.41,6,0,3848,1.074,0,0
61.14,15,0,947,1.231,0,0
64.71,14,1,308,1.143,0,0
46.52,16,1,1635,0.786,0,0
75.03,9,1,958,1.054,0,0
295.44,13,3,2216,1.239,0,0
37.5,19,1,2839,1.043,0,0
36.7,17,1,3052,0.603,0,0
358.24,7,0,3176,1.259,0,0
62.2,20,1,1864,1.071,0,0
56.88,22,3,3879,1.19,0,0
55.47,17,3,1742,1.092,0,0
121.74,20,1,2415,0.071,0,0
128.46,22,0,2394,0.829,0,0
27.67,17,3,3061,0.863,0,0
161.9,8,5,3231,0.645,0,0
28.37,7,2,1411,1.054,0,0
76.56,16,0,841,0.559,0,0
18.55,6,2,151,0.707,0,0
152.72,6,2,1866,1.802,0,0
65.92,9,0,2989,0.19,0,0
29.38,20,2,2965,0.766,0,0
75.87,18,0,3864,1.03,0,0
260.06,18,2,857,0.853,0,0
138.33,8,2,530,0.999,0,0
127.39,20,0,3173,0.717,0,0
117.1,7,1,2291,0.422,0,0
56.62,22,2,3966,0.989,0,0
535.63,10,3,2443,1.296,1,0
30.56,13,2,906,1.217,0,0
30.88,10,1,2688,1.036,0,0
27.56,8,0,2986,1.049,0,0
101.1,20,0,3736,0.815,1,0
100.38,7,1,3275,1.156,0,0
99.88,14,2,1348,0.86,0,0
120.49,12,0,3695,0.783,0,0
143.71,19,1,1341,1.126,0,0
19.32,21,0,143,1.309,0,0
54.41,14,0,3616,0.979,0,0
15.65,6,0,246,0.774,0,0
87.97,12,0,3000,0.592,0,0
30.33,17,2,223,1.313,0,0
38.49,21,2,3045,0.685,0,0
295.96,12,2,3877,0.707,0,0
272.12,8,0,3574,0.701,0,0
96.09,10,1,732,1.236,0,0
73.09,8,2,3246,0.685,1,0
99.76,16,0,1197,1.207,0,0
27.68,8,5,2029,0.845,0,0
101.76,6,1,537,0.717,0,0
52.03,19,0,1106,1.021,0,0
85.49,14,2,830,0.627,1,0
97.92,8,0,2570,0.922,0,0
69.0,9,0,2508,1.088,0,0
73.57,12,2,1108,1.246,0,0
211.65,13,0,3444,1.327,0,0
158.49,15,1,2967,1.587,0,0
78.53,6,2,3256,1.428,0,0
65.63,19,0,1113,1.011,0,0
211.89,19,2,1435,0.765,0,0
18.92,16,1,2508,1.481,0,0
16.12,10,1,1964,0.719,1,0
38.9,15,1,1878,0.858,0,0
214.55,10,1,898,1.416,0,0
51.31,14,2,365,1.342,0,0
197.95,12,1,1491,2.093,0,0
35.5,14,1,651,1.472,0,0
263.96,12,1,748,0.555,1,0
145.17,9,1,1056,0.767,0,0
91.33,8,2,2686,1.112,0,0
21.7,18,1,817,1.087,0,0
63.11,6,1,1534,0.572,0,0
62.89,14,1,3860,1.029,1,0
88.38,12,1,537,1.351,0,0
91.25,13,0,2232,1.643,1,0
192.77,18,1,158,0.625,0,0
164.7,6,0,3457,0.599,0,0
778.18,18,2,2309,0.851,0,0
57.81,22,0,688,1.291,0,0
916.15,22,4,173,4.089,1,1
56.85,7,3,1727,1.188,0,0
156.39,20,0,3668,0.891,0,0
148.96,17,2,1632,0.667,1,0
322.62,14,0,426,0.635,0,0
180.11,12,1,621,1.218,0,0
33.86,20,1,3628,1.633,0,0
15.31,18,0,327,0.504,0,0
109.62,12,0,609,0.662,0,0
143.22,20,0,200,0.802,0,0
553.53,8,1,3837,0.991,0,0
232.14,8,0,2093,1.324,0,0
620.05,15,3,531,0.899,0,0
27.48,16,1,526,1.256,0,0
266.91,14,0,330,0.939,0,0
146.7,17,0,3791,1.467,0,0
156.9,22,1,829,0.921,0,0
172.8,22,0,1846,0.726,0,0
29.39,13,1,3940,0.522,0,0
58.74,20,5,659,1.063,0,0
715.99,2,4,149,2.212,1,1
19.21,17,2,3626,0.929,0,0
85.39,8,4,3129,1.116,0,0
80.51,7,1,3229,1.226,0,0
231.86,9,2,1678,0.701,0,0
93.49,19,1,2148,0.363,0,0
58.24,17,0,2086,1.467,0,0
37.13,7,2,1831,0.897,1,0
46.76,11,0,3428,1.281,0,0
62.66,17,0,1381,0.894,0,0
28.95,16,0,1135,0.05,0,0
267.42,19,1,2205,1.117,0,0
583.05,18,1,1695,0.397,0,0
60.01,15,1,2751,1.265,0,0
80.24,11,1,671,0.875,0,0
177.98,14,3,2003,0.703,0,0
204.83,21,1,3344,0.381,0,0
523.85,18,3,1036,0.708,0,0
108.94,16,0,2428,1.384,1,0
125.29,10,2,1974,0.82,0,0
47.49,15,7,3788,1.685,0,0
210.66,19,2,1422,0.698,0,0
395.9,14,1,226,0.883,0,0
96.25,18,0,2623,0.486,0,0
458.18,8,1,1784,1.326,0,0
117.47,13,0,3328,0.929,0,0
9.11,8,1,2154,1.002,0,0
17.26,19,2,1572,0.566,0,0
33.66,15,1,4000,0.547,1,0
192.87,15,1,3311,0.914,0,0
139.92,7,0,1271,0.783,0,0
46.13,13,0,3625,0.808,0,0
28.22,6,1,961,0.514,0,0
121.94,7,0,3985,0.968,0,0
176.23,16,0,2416,0.72,1,0
65.29,20,3,1909,1.14,0,0
992.27,7,1,1683,0.811,0,0
50.85,6,4,1726,1.033,0,0
23.83,20,2,557,0.329,0,0
69.75,16,1,249,1.381,0,0
167.35,13,2,256,1.046,0,0
109.92,16,0,346,0.913,0,0
41.71,22,0,881,0.913,0,0
84.94,16,0,2643,0.851,0,0
10.92,13,1,2797,0.966,1,0
51.42,22,3,2055,1.298,0,0
59.61,17,0,2973,1.267,0,0
112.68,10,0,1916,1.182,0,0
1238.19,17,2,777,0.629,0,0
21.07,18,0,1869,0.733,0,0
32.1,14,1,411,1.645,0,0
28.2,20,1,3278,1.427,0,0
238.98,20,2,1442,1.906,0,0
131.98,12,0,1907,0.952,0,0
22.03,13,1,1969,1.393,0,0
344.46,18,3,2643,0.538,0,0
139.42,17,1,3676,0.05,0,0
32.66,10,2,586,0.756,0,0
157.53,17,0,3004,1.293,0,0
189.36,11,2,2013,0.442,0,0
42.49,18,1,3527,1.153,0,0
59.37,7,0,2708,1.315,0,0
60.98,20,1,2311,0.954,0,0
357.6,12,1,2759,1.545,0,0
21.47,22,0,2390,0.05,0,0
59.04,17,1,1430,1.365,0,0
77.49,10,3,3791,0.305,0,0
48.72,11,2,1820,0.716,0,0
157.14,6,1,3710,0.492,0,0
165.68,19,0,312,1.337,0,0
45.13,20,2,223,1.053,0,0
94.97,9,0,1640,0.863,0,0
15.61,21,2,1971,0.993,0,0
104.49,21,1,3595,0.501,1,0
27.72,6,1,2056,1.062,0,0
85.12,12,1,1639,0.792,0,0
52.3,14,0,3410,1.109,0,0
195.84,12,3,3195,1.678,0,0
157.38,18,2,3978,1.031,0,0
191.4,21,4,508,1.251,0,0
75.56,11,0,3906,1.08,0,0
236.32,18,0,3488,1.157,0,0
103.87,6,0,2684,1.195,0,0
32.76,17,2,3170,0.812,0,0
198.79,20,0,3427,0.641,0,0
113.51,19,2,1634,0.977,0,0
89.5,19,2,2709,0.589,0,0
76.45,13,0,2753,0.576,0,0
58.88,19,0,3804,0.993,0,0
32.15,18,4,622,1.658,0,0
66.48,6,0,2359,0.791,0,0
259.64,11,4,3921,1.137,0,0
92.35,13,3,1852,1.086,0,0
50.89,7,2,1021,0.627,0,0
151.7,16,3,1774,1.535,0,0
357.54,9,0,1786,0.242,0,0
25.67,13,3,2509,1.194,0,0
96.39,13,0,1288,1.028,0,0
16.73,17,0,3882,1.246,0,0
45.5,18,0,2665,0.898,0,0
30.38,13,0,3555,1.315,0,0
67.44,20,1,1235,0.978,0,0
22.76,21,1,2278,0.555,0,0
42.96,20,1,1455,0.831,0,0
57.65,21,0,3137,0.05,0,0
21.8,6,2,3705,0.894,0,0
44.35,8,1,3036,0.329,0,0
23.47,14,1,1915,0.828,0,0
128.42,10,1,3330,1.016,0,0
324.44,19,0,1261,0.765,0,0
143.11,3,4,166,6.431,1,1
106.0,20,1,933,1.274,0,0
83.51,7,1,1012,1.074,0,0
12.99,19,0,2280,0.472,0,0
177.62,12,1,3549,0.906,0,0
178.71,10,1,1139,1.041,0,0
15.14,16,3,1231,0.05,0,0
207.75,12,2,295,0.438,0,0
282.83,14,1,1914,1.549,0,0
590.51,10,3,987,1.032,1,0
254.33,12,0,3443,1.12,0,0
46.58,14,0,305,1.021,0,0
24.94,18,0,1544,0.864,0,0
116.92,21,3,1949,0.466,0,0
270.75,20,2,3162,0.956,0,0
130.73,8,1,1678,1.025,0,0
339.0,22,2,1401,0.935,0,0
755.16,13,2,3714,1.258,0,0
75.62,11,0,1062,0.58,0,0
10.91,17,1,424,0.759,1,0
132.66,8,1,1396,0.675,0,0
42.12,13,1,2757,1.726,0,0
143.35,7,1,1948,0.579,0,0
55.25,6,2,2779,1.231,0,0
119.02,19,2,1862,1.105,0,0
141.71,7,4,705,0.98,0,0
80.76,17,2,2458,0.861,0,0
28.83,15,0,1889,0.728,0,0
80.05,17,1,1963,1.052,0,0
44.43,20,3,2898,0.058,0,0
51.22,19,2,2441,1.074,0,0
78.53,6,0,128,0.773,0,0
174.89,9,1,325,0.93,0,0
57.66,18,1,1710,1.133,0,0
37.57,17,1,3226,0.869,0,0
233.76,11,1,2532,0.949,0,0
93.54,22,1,2171,1.532,0,0
74.95,7,3,2355,0.963,0,0
21.94,22,2,3277,0.796,0,0
101.42,13,2,3915,0.932,0,0
113.97,22,0,1216,1.248,0,0
68.9,19,0,1069,1.068,0,0
21.07,17,1,2057,0.887,0,0
113.1,10,1,2964,1.474,0,0
60.21,18,0,2916,1.234,0,0
137.03,10,3,1039,1.442,0,0
91.15,10,0,461,1.006,0,0
94.93,12,0,1420,1.067,0,0
125.3,10,2,1176,1.362,0,0
60.34,9,2,3199,1.157,0,0
51.9,9,2,2600,0.73,0,0
53.3,18,0,3018,0.672,1,0
42.55,17,0,1144,1.065,0,0
86.57,7,1,562,0.586,0,0
51.96,10,1,1608,1.364,0,0
64.55,6,0,2921,0.406,0,0
114.1,12,1,3219,0.978,0,0
292.88,1,4,325,5.111,1,1
252.28,19,0,2300,0.962,0,0
120.73,21,3,1566,0.548,0,0
53.16,9,4,1622,0.87,0,0
184.05,7,5,484,1.214,0,0
7.69,13,1,1957,1.167,0,0
52.56,7,0,1922,1.537,0,0
83.28,17,0,2948,1.132,1,0
60.86,13,0,1105,0.993,0,0
239.36,19,3,2271,0.725,0,0
113.45,10,1,3770,0.327,0,0
50.55,11,0,3559,0.761,0,0
196.73,12,0,881,0.638,0,0
35.39,10,1,249,0.823,0,0
137.34,12,2,1880,1.369,0,0
52.46,10,4,1861,1.993,0,0
165.1,6,5,3729,0.994,1,0
188.97,8,3,2774,0.497,0,0
216.14,19,1,1348,1.214,0,0
70.07,7,1,1634,0.63,0,0
36.31,9,1,3319,1.562,0,0
296.6,21,2,3599,1.214,0,0
100.06,8,3,1612,0.968,0,0
67.47,14,1,3411,0.682,0,0
43.83,17,2,1923,0.517,0,0
117.9,22,2,1471,1.143,0,0
34.61,15,2,1088,0.995,0,0
87.71,8,0,2597,1.221,0,0
45.5,11,1,2561,1.21,0,0
226.64,17,3,1142,0.708,0,0
291.5,22,2,2948,0.788,1,0
32.09,6,2,2476,1.416,0,0
45.59,9,0,164,0.896,0,0
258.15,10,0,1942,0.861,0,0
64.95,7,2,3745,0.86,0,0
16.71,19,1,1655,1.453,0,0
209.32,13,2,3131,1.021,0,0
50.09,17,0,3935,0.746,0,0
333.26,11,1,2178,1.311,0,0
156.33,12,1,1490,0.588,0,0
37.25,18,5,3807,1.04,0,0
349.77,6,2,2450,0.591,0,0
134.13,9,0,1889,1.131,0,0
771.54,14,0,3146,0.827,0,0
44.88,22,4,734,1.538,0,0
153.49,20,1,2648,0.856,0,0
89.99,19,2,2136,0.674,0,0
1106.46,6,0,3846,1.352,0,0
20.76,20,1,2592,0.379,0,0
26.45,18,0,909,1.153,0,0
111.31,6,0,3597,0.945,0,0
43.81,18,1,3963,0.957,0,0
39.66,8,0,2187,1.07,0,0
43.66,10,4,2646,1.138,0,0
53.15,12,2,3733,0.837,1,0
137.43,8,1,545,1.329,0,0
107.41,18,2,2481,0.459,0,0
88.44,13,4,1767,0.631,0,0
341.54,8,0,2683,0.832,0,0
57.76,6,1,767,1.014,0,0
525.15,14,1,3375,1.308,0,0
69.44,8,3,669,1.143,0,0
376.52,9,0,2706,0.946,0,0
117.0,9,1,3259,1.369,0,0
34.25,21,0,1528,0.68,0,0
51.2,10,0,2866,1.063,0,0
65.3,11,0,2173,0.752,0,0
81.34,9,0,2666,1.288,0,0
31.72,19,2,1361,1.312,0,0
29.45,14,1,1986,0.695,0,0
22.33,10,1,3795,1.049,0,0
691.8,19,1,484,1.272,1,0
401.37,12,4,1226,1.272,1,0
44.95,9,3,2012,0.772,0,0
61.34,12,4,1510,0.999,1,0
47.87,8,1,1992,0.377,0,0
180.66,13,5,1613,0.1,0,0
11.26,13,6,183,0.807,0,0
47.37,20,1,3691,0.697,0,0
285.52,8,3,1360,0.733,0,0
56.07,11,1,1375,0.667,0,0
250.95,22,1,3868,0.908,0,0
82.42,19,2,578,1.013,0,0
35.39,11,0,1205,1.101,0,0
14.79,18,2,3983,1.85,0,0
202.41,11,1,2180,1.027,0,0
147.8,21,3,3861,0.778,0,0
33.86,7,2,2989,0.737,1,0
8.67,22,0,492,1.04,0,0
140.67,12,1,339,0.522,0,0
60.12,20,0,3677,0.444,0,0
58.68,14,2,2004,0.664,0,0
45.32,6,4,1580,0.948,0,0
84.35,17,0,3045,0.325,0,0
249.65,15,0,3666,0.898,0,0
134.6,22,3,3197,1.127,0,0
42.52,6,1,2366,1.092,0,0
81.84,16,1,1798,1.509,0,0
81.48,12,3,3954,1.25,0,0
89.78,13,2,2335,0.903,0,0
182.22,16,2,2758,0.965,0,0
216.83,22,0,2801,1.741,0,0
25.67,20,0,2987,0.872,0,0
40.69,20,1,1568,0.739,0,0
133.74,17,3,2696,1.295,0,0
45.75,11,3,730,1.51,0,0
163.86,12,1,682,1.197,0,0
25.86,21,0,2871,1.043,0,0
22.43,10,0,2665,1.078,0,0
162.83,8,1,3044,0.989,0,0
240.72,12,2,3897,1.223,0,0
217.35,20,2,903,0.914,0,0
30.14,9,1,2892,0.949,0,0
89.57,17,3,3641,1.191,0,0
32.68,21,1,2610,0.481,0,0
219.93,7,0,3553,1.298,0,0
153.84,14,3,2428,1.14,0,0
117.2,15,0,2489,1.271,0,0
70.87,18,2,1347,0.652,0,0
59.98,6,1,2795,1.511,0,0
269.52,19,2,2793,0.929,0,0
78.05,20,1,1526,1.331,0,0
116.53,22,0,3277,0.72,0,0
42.42,14,1,403,0.629,0,0
347.24,9,1,1240,1.146,0,0
22.21,14,1,1650,1.48,0,0
115.79,18,2,380,1.37,0,0
75.72,22,1,448,0.79,0,0
62.57,17,1,1243,1.179,1,0
24.84,13,0,3118,0.754,0,0
123.42,18,3,662,1.412,0,0
3.65,11,1,3790,0.888,0,0
60.14,22,0,2444,0.755,0,0
65.13,16,2,3201,0.885,0,0
28.46,19,2,776,0.871,0,0
42.4,16,0,1523,1.133,0,0
69.65,19,1,3363,0.719,1,0
28.3,19,3,3721,1.164,0,0
51.02,15,2,1084,1.105,0,0
45.3,10,2,1463,0.958,0,0
112.42,12,0,1190,0.95,0,0
28.12,10,1,1422,1.16,0,0
416.55,6,2,2797,1.355,0,0
11.97,14,3,2944,1.286,1,0
106.96,10,3,2792,0.943,0,0
31.51,20,4,773,1.509,0,0
71.94,14,1,2124,1.597,1,0
190.28,7,0,883,0.699,0,0
209.01,9,0,1998,1.135,0,0
27.33,10,0,2979,0.72,0,0
35.67,7,1,1628,1.058,1,0
14.03,17,1,3479,0.932,0,0
177.59,18,1,2941,1.144,0,0
113.92,18,1,2574,0.524,0,0
29.72,13,2,1780,0.891,0,0
272.12,13,3,2262,0.893,0,0
84.7,18,3,625,1.163,0,0
22.27,12,1,3538,0.723,0,0
23.22,10,3,3923,1.102,0,0
516.27,20,1,3437,0.57,0,0
25.28,11,1,2326,0.903,0,0
84.84,6,2,966,0.75,0,0
183.42,15,0,1979,0.857,0,0
61.18,8,1,138,0.396,0,0
83.37,9,1,1871,0.943,0,0
198.07,6,3,2556,0.204,0,0
64.43,22,3,1358,0.893,0,0
120.35,16,0,3102,1.329,0,0
128.91,15,1,2020,0.566,0,0
82.85,9,2,1514,0.822,1,0
32.51,13,3,2173,1.66,0,0
80.07,12,0,2185,1.213,0,0
150.08,12,0,157,1.302,0,0
133.79,14,1,1858,1.127,0,0
27.08,14,4,144,1.011,0,0
51.91,13,0,1368,0.786,0,0
112.64,22,2,1885,1.238,0,0
17.04,15,1,2662,0.757,0,0
30.12,19,0,982,1.197,0,0
152.02,17,3,2164,0.853,0,0
41.29,8,2,3371,1.102,0,0
170.47,10,2,160,1.063,0,0
431.63,7,2,1457,0.857,0,0
368.64,20,3,1564,0.05,0,0
274.93,21,1,163,1.063,0,0
62.28,7,2,1936,1.583,0,0
59.49,6,0,2751,0.728,0,0
33.83,7,3,3471,0.92,1,0
137.75,9,1,1922,0.824,0,0
36.32,7,0,1325,1.19,0,0
70.29,11,5,1705,0.657,0,0
33.59,10,1,655,1.234,1,0
21.42,13,2,914,1.243,1,0
135.2,20,2,3504,1.107,1,0
40.83,11,1,434,1.392,0,0
81.68,11,4,1499,1.003,0,0
57.03,13,0,2694,0.709,0,0
91.4,19,0,669,0.833,0,0
140.51,22,2,1377,0.718,0,0
79.99,6,1,620,0.894,0,0
41.31,12,3,851,0.73,0,0
100.51,13,1,328,1.291,0,0
105.28,22,2,2534,1.121,0,0
90.77,13,2,3662,0.629,0,0
150.19,20,2,1847,1.182,0,0
89.23,22,0,1139,0.589,0,0
28.38,11,1,459,0.982,1,0
72.08,11,2,2549,1.346,0,0
58.98,15,1,2786,1.341,0,0
40.94,10,2,3185,0.728,0,0
21.04,18,3,1210,0.461,0,0
38.07,18,2,2173,1.179,0,0
84.26,16,2,2149,0.493,0,0
102.26,19,1,3096,0.692,0,0
62.11,10,0,1146,0.645,0,0
277.65,7,1,2734,0.97,0,0
77.23,22,1,3536,0.05,0,0
431.51,20,1,2172,0.893,0,0
24.14,18,0,1797,1.734,0,0
156.84,17,3,431,1.069,0,0
43.56,7,3,2517,0.95,0,0
113.43,19,0,1680,1.197,1,0
120.86,15,0,1964,1.04,0,0
123.88,12,3,1871,0.886,0,0
43.89,14,2,1489,0.99,0,0
126.04,8,2,231,0.699,0,0
78.09,12,3,2439,0.353,0,0
109.8,21,4,1536,0.621,0,0
55.25,17,1,650,1.317,1,0
87.45,14,1,1063,1.144,0,0
52.54,10,2,2019,1.389,1,0
48.67,8,1,3667,1.08,0,0
537.95,20,2,1242,1.315,0,0
73.6,20,0,3310,1.388,0,0
43.95,10,0,1924,0.823,0,0
292.31,22,1,273,0.466,0,0
40.66,15,5,1538,1.09,0,0
249.39,9,1,1661,1.054,0,0
199.33,18,3,2477,1.352,0,0
447.45,4,1,57,6.326,0,1
70.46,13,3,2852,0.472,0,0
37.92,7,0,684,1.341,0,0
127.83,21,2,1091,1.235,1,0
243.29,20,0,364,1.391,0,0
124.77,9,2,2292,1.072,0,0
38.32,18,0,124,1.533,1,0
60.49,17,3,317,1.809,0,0
52.5,20,2,3112,0.963,0,0
430.94,16,1,3524,0.69,0,0
23.62,8,0,2852,0.803,0,0
49.12,6,0,2954,0.667,0,0
524.63,17,2,551,1.323,0,0
113.95,16,2,2036,0.66,0,0
46.96,6,3,2916,0.71,0,0
65.3,16,2,372,0.429,0,0
54.73,19,5,1382,1.102,0,0
104.94,14,0,2197,0.829,0,0
224.29,17,1,3380,0.882,0,0
75.72,12,2,1676,0.951,0,0
32.54,12,2,738,0.48,0,0
64.92,10,0,3904,1.335,0,0
629.27,1,6,326,1.624,0,1
7.95,15,1,2116,0.799,0,0
41.43,11,0,3157,0.738,0,0
40.21,13,0,3217,0.587,0,0
95.68,22,2,1603,0.923,0,0
31.65,6,1,1511,1.128,0,0
97.77,10,3,1226,1.012,0,0
28.07,19,1,2670,1.474,0,0
66.68,17,1,3365,0.827,0,0
45.77,18,1,1394,1.069,0,0
49.03,17,1,200,1.314,0,0
21.75,13,3,2556,1.001,0,0
285.38,21,1,1280,0.854,0,0
105.54,17,3,2914,1.455,0,0
25.94,22,3,2249,1.396,0,0
111.77,22,2,3455,1.646,0,0
17.57,10,1,180,1.384,0,0
70.38,17,4,1718,1.12,0,0
79.28,8,1,692,0.912,0,0
149.31,22,0,912,0.295,0,0
130.33,20,2,870,1.313,0,0
19.19,18,2,680,1.224,0,0
22.54,14,2,3218,0.506,0,0
27.0,10,3,2296,0.541,0,0
94.54,11,2,205,0.148,0,0
262.44,19,0,2786,1.447,1,0
136.58,17,3,2650,0.776,0,0
13.49,11,0,1777,1.318,0,0
20.83,12,0,3192,1.272,0,0
68.24,10,3,2542,0.05,0,0
652.87,21,2,2068,1.072,0,0
27.17,6,4,1952,0.841,0,0
67.78,10,0,3986,1.064,0,0
70.7,14,3,2063,0.912,0,0
17.93,17,2,3478,0.637,0,0
79.03,11,1,2864,0.843,0,0
103.56,18,1,2518,1.283,1,0
126.78,14,2,382,1.186,0,0
31.52,17,3,1659,0.983,0,0
65.43,7,2,2120,1.082,0,0
80.27,7,1,1448,1.311,0,0
26.37,14,1,3102,1.006,0,0
52.23,18,0,3600,1.218,0,0
148.17,13,0,2473,1.075,0,0
147.27,20,0,2498,1.069,0,0
17.76,6,1,3641,1.009,0,0
79.82,20,0,1257,1.25,1,0
129.61,10,4,1078,0.941,0,0
14.35,21,0,1116,0.349,0,0
163.54,16,2,2256,1.237,0,0
77.77,6,2,2919,1.293,0,0
95.96,20,0,491,0.7,0,0
69.3,9,1,1632,0.786,1,0
107.43,7,1,2566,0.99,0,0
87.57,9,0,1933,1.211,1,0
137.38,17,1,671,0.643,0,0
54.56,13,3,3868,0.591,0,0
45.4,9,2,902,0.833,0,0
30.29,18,0,2576,1.178,1,0
82.37,7,1,1437,1.463,0,0
135.92,7,0,2420,0.441,0,0
240.94,6,1,1084,0.877,0,0
157.42,12,1,2646,0.368,0,0
120.69,16,0,3578,1.174,0,0
148.08,12,0,206,0.722,0,0
176.27,12,3,1500,0.466,0,0
59.89,20,2,2754,0.688,0,0
23.91,9,4,1854,1.018,0,0
27.31,22,1,2129,0.627,0,0
515.26,19,2,3017,1.592,0,0
19.93,22,2,3733,0.949,0,0
112.82,8,1,2167,0.791,1,0
101.9,17,3,1346,0.67,0,0
32.28,10,2,1443,0.864,0,0
101.68,9,3,3733,0.886,0,0
43.14,16,0,3135,1.203,0,0
147.54,20,2,3061,1.664,0,0
35.99,20,0,3021,0.657,0,0
67.95,10,4,1059,1.503,0,0
51.17,22,0,1854,0.872,0,0
328.28,15,2,2695,1.216,1,0
50.99,6,2,2866,0.977,0,0
358.18,17,1,2513,1.317,0,0
42.57,19,2,3794,0.896,0,0
37.45,8,1,3134,1.16,0,0
50.39,18,1,1880,0.669,0,0
558.91,10,2,1959,1.04,0,0
68.22,14,1,2961,0.523,0,0
57.62,12,2,915,0.741,0,0
73.48,8,1,184,1.497,0,0
90.98,19,0,1333,0.358,0,0
24.97,18,3,3293,0.884,0,0
132.66,14,1,2266,0.866,0,0
430.42,18,1,199,1.179,1,0
105.59,15,0,405,0.774,0,0
55.8,11,3,1166,0.803,0,0
525.3,19,0,293,1.257,0,0
105.09,19,0,471,1.152,0,0
71.84,9,0,514,1.098,0,0
143.7,6,1,3661,1.447,0,0
166.31,19,3,3524,1.576,0,0
140.27,8,1,2948,0.838,0,0
34.19,14,1,388,1.002,0,0
59.59,13,0,2520,0.974,1,0
150.65,6,1,3083,1.216,0,0
172.14,15,2,701,1.103,0,0
46.82,20,3,1482,0.64,0,0
142.72,18,3,2989,1.395,0,0
22.95,17,3,3356,1.143,1,0
104.69,21,2,242,1.268,0,0
38.68,9,3,1729,1.013,0,0
568.81,15,2,3628,0.731,0,0
508.98,8,1,1198,0.778,0,0
69.47,8,3,3296,0.846,0,0
43.97,19,1,2454,0.634,0,0
74.49,12,0,2015,1.564,0,0
188.9,7,2,3554,0.999,0,0
509.43,13,2,3693,1.732,0,0
28.89,13,0,2289,0.772,0,0
121.78,12,2,2808,1.178,0,0
126.8,17,0,2214,1.288,0,0
23.73,19,3,2559,0.647,0,0
216.85,14,0,469,1.521,0,0
31.13,21,0,3208,0.865,0,0
96.24,20,2,3343,0.765,0,0
111.62,21,2,1263,1.242,0,0
138.23,10,4,404,0.659,0,0
116.56,17,4,1069,1.016,0,0
323.03,7,1,3134,1.119,0,0
201.99,19,1,3016,0.768,0,0
63.39,11,1,2247,1.026,0,0
110.56,20,0,2395,1.299,0,0
113.61,16,1,188,1.022,0,0
87.68,18,2,3821,0.95,0,0
37.04,18,0,3151,0.845,0,0
46.7,15,1,2653,1.426,0,0
19.09,22,2,2062,1.338,0,0
193.95,14,1,324,0.91,0,0
44.52,15,1,2418,1.244,0,0
36.67,17,1,1070,1.213,0,0
104.85,15,1,280,0.867,0,0
22.35,2,4,179,1.702,1,1
51.2,22,0,3563,1.44,0,0
67.24,21,0,401,1.054,0,0
54.47,21,0,1041,1.15,0,0
120.13,19,1,1830,1.228,0,0
155.54,8,4,2064,1.392,0,0
61.7,14,1,4000,1.739,0,0
46.35,11,2,1850,1.535,0,0
81.83,22,3,2259,0.776,0,0
46.11,18,2,504,0.944,0,0
41.88,15,3,3328,1.302,0,0
112.69,12,4,185,1.53,0,0
118.89,12,0,1199,1.532,0,0
138.09,13,0,381,0.828,0,0
80.31,8,1,2226,1.076,0,0
46.3,8,0,913,0.752,0,0
67.88,20,1,1732,0.705,1,0
